league,season,team,player,nation_,pos_,age_,Playing Time_Min,Playing Time_90s,primary_role,secondary_role,role_confidence,role_ambiguity,primary_role_similarity,secondary_role_similarity,finishing_index_role,chance_creation_index,ball_progression_index,passing_security_index,passing_volume_index,crossing_width_index,availability_index_role,discipline_risk_index,role_fit_explainability_score,role_explainability_quality,dominant_tactical_dimension,dominant_tactical_score,role_explanation_text
ENG-Premier League,1718,Brighton,Pascal Groß,GER,"FW,MF",26.0,2928,32.5,Creative Playmaker,Attacking Progressor,10.0,90.0,38.0,27.9,57.091367326827644,89.68253968253968,91.82027649769586,54.95951669238247,97.63824884792626,99.07834101382488,97.74193548387098,44.066820276497694,78.820777624206,High,crossing_width_index,99.07834101382488,Rol explicado principalmente por: Ball Progression P92 · Chance Creation P90 · Passing Security P55
ENG-Premier League,1718,Brighton,Sam Baldock,ENG,FW,28.0,32,0.4,,,,,,,28.558421851289836,14.162873039959536,10.394537177541732,9.096547039317105,11.949924127465858,32.113050075872536,13.793626707132017,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Brighton,Shane Duffy,IRL,DF,25.0,3292,36.6,Aerial Defender,Ball-Playing Centre-Back,15.6,84.4,53.4,37.9,34.239200187152086,59.145741014278684,48.9132728423718,52.15903681902733,73.84908911866076,48.74446085672083,96.63958641063516,29.929837518463813,65.90396535734477,High,availability_index_role,96.63958641063516,Rol explicado principalmente por: Availability P97 · Passing Security P52 · Ball Progression P49
ENG-Premier League,1718,Brighton,Solly March,ENG,"MF,FW",23.0,1851,20.6,Attacking Progressor,Attacking Progressor,6.2,93.8,53.0,46.8,27.43054148617581,50.63625077591558,64.72466081404629,38.64640319356348,66.06145251396647,82.12290502793297,72.93296089385476,39.31564245810056,60.4741213679761,High,crossing_width_index,82.12290502793297,Rol explicado principalmente por: Passing Volume P66 · Ball Progression P65 · Chance Creation P51
ENG-Premier League,1718,Brighton,Tomer Hemed,ISR,FW,30.0,849,9.4,,,,,,,45.319505423925115,35.5252065418985,38.846737481031866,30.212338096162288,45.39706626201316,35.81183611532625,43.55083459787558,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Brighton,Uwe Hünemeier,GER,DF,31.0,18,0.2,,,,,,,34.63810930576071,15.13211882488101,5.449461911795737,2.655257041671468,1.8217626784835055,30.67762186115214,3.057607090103397,73.07976366322009,,No role assigned,discipline_risk_index,73.07976366322009,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Aaron Lennon,ENG,MF,30.0,1118,12.4,Attacking Progressor,Ball Winner,8.2,91.8,69.4,61.1,36.330633618508244,62.653991189176594,47.33984799131378,15.666474499949636,30.410785378212093,57.858306188925084,43.7527114967462,55.58568329718004,46.801541519567486,High,chance_creation_index,62.653991189176594,Rol explicado principalmente por: Chance Creation P63 · Ball Progression P47 · Passing Volume P30
ENG-Premier League,1718,Burnley,Aiden O'Neill,AUS,MF,19.0,1,0.0,,,,,,,25.108459869848154,23.861171366594363,,,,,3.3405639913232106,70.7700650759219,,No role assigned,discipline_risk_index,70.7700650759219,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Ashley Barnes,ENG,FW,27.0,2165,24.1,Box Finisher,Creator Forward,2.4,97.6,31.3,29.0,60.020363177118355,58.85179564997471,66.01994363754606,33.541819670163044,73.103186646434,62.00682852807284,79.65098634294384,26.59332321699545,66.17438172334563,High,availability_index_role,79.65098634294384,Rol explicado principalmente por: Availability P80 · Finishing P60 · Chance Creation P59
ENG-Premier League,1718,Burnley,Ashley Westwood,ENG,MF,27.0,1111,12.3,Ball Winner,Attacking Progressor,11.1,88.9,46.8,35.7,31.60771170415056,53.08832284177364,45.71118349619978,44.908522391011665,51.12196887441186,49.44353963083604,45.08676789587853,55.58568329718004,45.235491261029985,High,discipline_risk_index,55.58568329718004,Rol explicado principalmente por: Ball Progression P46 · Availability P45 · Passing Security P45
ENG-Premier League,1718,Burnley,Ben Mee,ENG,DF,27.0,2610,29.0,Aerial Defender,Ball-Playing Centre-Back,10.8,89.2,44.0,33.2,36.71419082302894,42.007221401608405,55.57607090103397,49.86613125160167,63.30625307730182,38.58936484490399,79.67503692762185,38.01698670605613,61.70574636008583,High,availability_index_role,79.67503692762185,Rol explicado principalmente por: Availability P80 · Ball Progression P56 · Passing Security P50
ENG-Premier League,1718,Burnley,Charlie Taylor,ENG,DF,23.0,950,10.6,Aerial Defender,Aerial Defender,5.2,94.8,29.7,24.5,34.63810930576071,39.15558838010832,42.29267778012239,17.532127186095256,30.87764647956672,60.182791728212706,32.562776957163955,49.40915805022156,30.795860641127202,High,crossing_width_index,60.182791728212706,Rol explicado principalmente por: Ball Progression P42 · Availability P33 · Passing Security P18
ENG-Premier League,1718,Burnley,Chris Wood,NZL,FW,25.0,1624,18.0,Box Finisher,Creator Forward,3.9,96.1,41.9,38.0,83.65534777954109,40.17029168774237,50.66117494038586,35.54532872029513,61.73495194739504,41.5402124430956,64.11229135053111,52.010622154779966,62.64597693927152,High,finishing_index_role,83.65534777954109,Rol explicado principalmente por: Finishing P84 · Availability P64 · Chance Creation P40
ENG-Premier League,1718,Burnley,Georges-Kévin N'Koudou,CMR,"MF,FW",22.0,228,2.5,,,,,,,20.494599089353187,11.281812538795778,16.06145251396648,35.89881885514353,18.78491620111732,44.867318435754186,17.150837988826815,56.703910614525135,,No role assigned,discipline_risk_index,56.703910614525135,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Jack Cork,ENG,MF,28.0,3420,38.0,Ball Winner,Attacking Progressor,16.7,83.3,36.0,19.2,63.1318146894787,53.70087758699349,77.7105630525826,54.71865302619572,85.15200868621065,56.92182410423453,99.51193058568329,35.00542299349241,77.31371555482053,High,availability_index_role,99.51193058568329,Rol explicado principalmente por: Availability P100 · Ball Progression P78 · Passing Security P55
ENG-Premier League,1718,Burnley,James Tarkowski,ENG,DF,24.0,2790,31.0,Aerial Defender,Ball-Playing Centre-Back,11.3,88.7,38.6,27.3,35.02420683294875,60.34383719021829,58.34564254062038,41.09948456817507,63.19547021171837,49.87075332348597,84.20974889217135,38.01698670605613,61.218292000322265,High,availability_index_role,84.20974889217135,Rol explicado principalmente por: Availability P84 · Ball Progression P58 · Passing Security P41
ENG-Premier League,1718,Burnley,Jeff Hendrick,IRL,"FW,MF",25.0,2331,25.9,Attacking Progressor,Creative Playmaker,4.0,96.0,39.4,35.4,37.935607705657155,53.993855606758835,76.33311389071757,74.05428253289803,84.52380952380952,47.03341013824885,86.31336405529953,52.93778801843318,71.61692634042863,High,availability_index_role,86.31336405529953,Rol explicado principalmente por: Passing Volume P85 · Ball Progression P76 · Chance Creation P54
ENG-Premier League,1718,Burnley,Jonathan Walters,IRL,FW,33.0,39,0.4,,,,,,,43.16970822351782,14.162873039959536,13.895512681552134,12.938595169235914,13.037430450177036,35.81183611532625,14.840667678300454,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Jóhann Berg Guðmundsson,ISL,MF,26.0,2833,31.5,Attacking Progressor,Ball Winner,1.1,98.9,61.8,60.7,48.26106454950998,90.58566200594215,73.43725763921204,24.547822727739874,64.38653637350706,97.43485342019545,88.92624728850326,55.58568329718004,76.13648533955374,High,crossing_width_index,97.43485342019545,Rol explicado principalmente por: Chance Creation P91 · Ball Progression P73 · Passing Volume P64
ENG-Premier League,1718,Burnley,Kevin Long,IRL,DF,26.0,1440,16.0,Aerial Defender,Aerial Defender,1.0,99.0,50.2,49.2,64.61560067410262,63.13392417528311,24.736231272420337,30.48969944897951,37.70925652387986,37.23227474150664,47.599704579025115,64.198670605613,34.27521176680832,High,finishing_index_role,64.61560067410262,Rol explicado principalmente por: Availability P48 · Passing Security P30 · Ball Progression P25
ENG-Premier League,1718,Burnley,Matthew Lowton,ENG,DF,28.0,2295,25.5,Aggressive Defender,Aerial Defender,10.1,89.9,42.4,32.4,26.875280011929263,83.5138683735434,73.31188014349017,29.486392568759637,64.69103889709503,67.25443131462333,71.03397341211226,64.198670605613,57.94408204145403,High,chance_creation_index,83.5138683735434,Rol explicado principalmente por: Ball Progression P73 · Availability P71 · Passing Security P29
ENG-Premier League,1718,Burnley,Nahki Wells,BER,"FW,MF",27.0,55,0.6,,,,,,,47.88096596041027,8.883768561187914,5.826201448321263,63.16649708061672,7.776497695852534,23.732718894009217,9.285714285714286,67.28110599078342,,No role assigned,discipline_risk_index,67.28110599078342,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Nick Pope,ENG,GK,25.0,3115,34.6,,,,,,,50.4375,72.03125,65.42410714285714,43.05874891197255,63.723958333333336,50.0390625,74.03125,29.84375,,No role assigned,availability_index_role,74.03125,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Burnley,Phil Bardsley,SCO,DF,32.0,1125,12.5,Aerial Defender,Aerial Defender,7.4,92.6,28.8,21.4,35.738158138955306,46.606761857869685,53.12829710909474,22.250638843579242,37.358444116198925,60.40435745937962,38.759231905465285,38.01698670605613,38.04605595271309,High,crossing_width_index,60.40435745937962,Rol explicado principalmente por: Ball Progression P53 · Availability P39 · Passing Security P22
ENG-Premier League,1718,Burnley,Robbie Brady,IRL,MF,25.0,1277,14.2,Attacking Progressor,Attacking Progressor,12.2,87.8,54.6,42.4,48.99947027615312,79.88708339191624,60.353652861796185,18.306124444829432,48.30799855229822,93.68892508143323,47.668112798264644,50.05422993492408,62.84957826867021,High,crossing_width_index,93.68892508143323,Rol explicado principalmente por: Chance Creation P80 · Ball Progression P60 · Passing Volume P48
ENG-Premier League,1718,Burnley,Sam Vokes,WAL,FW,27.0,998,11.1,Box Finisher,Mobile Forward,0.4,99.6,9.1,8.6,52.215388951925235,39.293542404316305,43.08476045957078,20.70948771041759,47.23065250379363,35.81183611532625,51.896813353566,37.70864946889226,47.801914903269186,High,finishing_index_role,52.215388951925235,Rol explicado principalmente por: Finishing P52 · Availability P52 · Chance Creation P39
ENG-Premier League,1718,Burnley,Scott Arfield,CAN,"MF,FW",28.0,1333,14.8,Ball Winner,Ball Winner,9.5,90.5,62.5,53.1,52.94345936503738,30.865921787709496,39.00638467677573,23.62223963452968,41.94599627560521,38.09357541899441,50.25139664804469,39.31564245810056,37.626673653116704,High,finishing_index_role,52.94345936503738,Rol explicado principalmente por: Availability P50 · Ball Progression P39 · Passing Security P24
ENG-Premier League,1718,Burnley,Stephen Ward,IRL,DF,31.0,2460,27.3,Aerial Defender,Aggressive Defender,1.4,98.6,24.4,23.0,59.418704892084115,75.03282455276548,80.8714918759232,31.155066641270036,68.92540620384048,68.99926144756279,75.80502215657312,64.198670605613,62.610526891255454,High,ball_progression_index,80.8714918759232,Rol explicado principalmente por: Ball Progression P81 · Availability P76 · Passing Security P31
ENG-Premier League,1718,Burnley,Steven Defour,BEL,MF,29.0,1997,22.2,Ball Winner,Creative Playmaker,18.0,82.0,37.9,19.9,51.81023702980472,64.02893313677468,73.53032418178998,54.60286684053009,68.91060441549041,70.30401737242127,65.52060737527115,37.988069414316705,64.55126613253042,High,ball_progression_index,73.53032418178998,Rol explicado principalmente por: Ball Progression P74 · Availability P66 · Passing Security P55
ENG-Premier League,1718,Burnley,Tom Heaton,ENG,GK,31.0,305,3.4,,,,,,,50.4375,41.354166666666664,42.299107142857146,50.500785077425185,22.03125,50.0390625,25.4375,62.5,,No role assigned,discipline_risk_index,62.5,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Chelsea,Andreas Christensen,DEN,DF,21.0,2086,23.2,Aerial Defender,Aerial Defender,4.7,95.3,28.8,24.2,30.962227191637883,39.590513704250775,58.50390377716817,89.068516038976,75.19079271294929,30.67762186115214,67.28951255539143,73.07976366322009,71.6206441238452,High,passing_security_index,89.068516038976,Rol explicado principalmente por: Passing Security P89 · Availability P67 · Ball Progression P59
ENG-Premier League,1718,Chelsea,Antonio Rüdiger,GER,DF,24.0,2338,26.0,Ball-Playing Centre-Back,Aerial Defender,5.7,94.3,68.0,62.3,76.89469689553204,50.42261611685541,72.86347330660476,85.53316469842497,86.24446085672082,42.8268094534712,72.10487444608566,43.38995568685377,79.18649332695905,High,passing_volume_index,86.24446085672082,Rol explicado principalmente por: Passing Volume P86 · Passing Security P86 · Ball Progression P73
ENG-Premier League,1718,Chelsea,Callum Hudson-Odoi,ENG,"FW,DF",16.0,29,0.3,,,,,,,45.16483516483517,19.04761904761905,30.35714285714286,38.529140612473945,22.916666666666668,32.58928571428571,15.714285714285712,63.39285714285714,,No role assigned,discipline_risk_index,63.39285714285714,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Chelsea,Cesc Fàbregas,ESP,MF,30.0,2306,25.6,Creative Playmaker,Ball Winner,10.3,89.7,38.1,27.8,50.60195832935727,94.96963213815559,97.47169225996588,61.000788867956324,97.25841476655809,95.19543973941367,75.99783080260303,11.035791757049893,84.48070442202594,High,ball_progression_index,97.47169225996588,Rol explicado principalmente por: Ball Progression P97 · Chance Creation P95 · Passing Security P61
ENG-Premier League,1718,Chelsea,Charly Musonda Jr.,BEL,FW,20.0,37,0.4,,,,,,,32.321682906051166,44.503456415444276,20.659007153696074,56.350416588945684,19.929185634800202,32.113050075872536,14.704097116843702,66.42640364188165,,No role assigned,discipline_risk_index,66.42640364188165,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Chelsea,César Azpilicueta,ESP,DF,27.0,3330,37.0,Ball-Playing Centre-Back,Ball-Playing Centre-Back,12.8,87.2,74.8,62.0,69.16561592176058,93.94797308386673,95.55285925300697,77.50659562421194,98.18439192516001,68.59305760709012,96.97932053175775,64.198670605613,92.05579183353417,High,passing_volume_index,98.18439192516001,Rol explicado principalmente por: Passing Volume P98 · Availability P97 · Ball Progression P96
ENG-Premier League,1718,Chelsea,Danny Drinkwater,ENG,MF,27.0,527,5.9,,,,,,,64.45641894452075,28.879650312140072,37.71521637971149,60.32137152145012,37.830256967064784,29.12595005428882,30.043383947939258,70.7700650759219,,No role assigned,discipline_risk_index,70.7700650759219,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Chelsea,David Luiz,BRA,"DF,MF",30.0,840,9.3,,,,,,,79.09615076281744,28.45238095238095,39.08163265306122,71.15919360444907,44.64285714285714,25.44642857142857,35.0,15.535714285714292,,No role assigned,finishing_index_role,79.09615076281744,"Sin rol táctico asignado. La capa de índices está disponible, pero no se genera explicación de rol."
ENG-Premier League,1718,Chelsea,Davide Zappacosta,ITA,"DF,MF",25.0,1098,12.2,Attacking Progressor,Creative Playmaker,4.6,95.4,51.2,46.6,62.620928454261794,73.2936507936508,50.867346938775505,58.830813347236706,49.345238095238095,63.12500000000001,48.92857142857142,71.78571428571428,57.8354119425548,High,chance_creation_index,73.2936507936508,Rol explicado principalmente por: Chance Creation P73 · Ball Progression P51 · Passing Volume P49
