player_name_fbref,season,league,club,position_group,age,minutes_played,market_value_eur,predicted_market_value_eur,market_value_gap_eur,inefficiency_score,matching_confidence
Japhet Tanganga,2020-2021,Premier League,Tottenham Hotspur,DEF,22.2,487,8000000.0,5843231.530161884,-2156768.4698381163,-0.31415755367235043,1.0
Xavier Mbuyamba,2023-2024,Eredivisie,Volendam,DEF,22.4,603,1000000.0,729781.4194483353,-270218.5805516647,-0.3150102150896785,1.0
Mert Müldür,2020-2021,Serie A,Sassuolo,DEF,22.1,1672,9000000.0,6567844.517344486,-2432155.482655514,-0.3150388782213973,1.0
Rasmus Højlund,2023-2024,Premier League,Manchester Utd,ATT,21.3,2158,65000000.0,47424374.15086438,-17575625.849135622,-0.31525095076965926,1.0
Abde Ezzalzouli,2022-2023,LaLiga,Osasuna,ATT,21.5,1504,15000000.0,10942477.978300285,-4057522.0216997154,-0.31539792351387064,1.0
Sael Kumbedi,2023-2024,Ligue 1,Lyon,DEF,19.2,924,7000000.0,5103525.858885599,-1896474.1411144007,-0.31597850331428745,1.0
Felix Afena-Gyan,2022-2023,Serie A,Cremonese,ATT,20.4,817,5000000.0,3632458.553805234,-1367541.446194766,-0.3195282058633939,1.0
Naouirou Ahamada,2023-2024,Premier League,Crystal Palace,MID,22.2,349,8000000.0,5792394.3837312525,-2207605.6162687475,-0.3228957978006939,1.0
Paulinho,2021-2022,Bundesliga,Leverkusen,ATT,21.9,1218,11000000.0,7943077.577278132,-3056922.4227218684,-0.3255944684472265,1.0
Mexx Meerdink,2023-2024,Eredivisie,Vitesse,ATT,20.9,590,900000.0,649617.7241183044,-250382.27588169556,-0.3260106901841855,1.0
Rafael Camacho,2021-2022,Liga Portugal,B-SAD,ATT,22.0,878,2000000.0,1443149.437861248,-556850.5621387521,-0.32631934558882847,1.0
Michal Sadílek,2021-2022,Eredivisie,Twente,MID,23.0,2582,4000000.0,2882920.58870952,-1117079.4112904798,-0.32749048751536947,1.0
Enzo Millot,2023-2024,Bundesliga,Stuttgart,MID,21.9,2241,30000000.0,21591478.665451895,-8408521.334548105,-0.32889865103916804,1.0
Yunus Musah,2022-2023,LaLiga,Valencia,MID,20.5,2110,18000000.0,12953433.512672886,-5046566.487327114,-0.3290108687792497,1.0
Manuel Ugarte,2020-2021,Liga Portugal,Famalicão,MID,20.1,1512,5000000.0,3596105.8283236804,-1403894.1716763196,-0.32958636680179154,1.0
Julio Enciso,2023-2024,Premier League,Brighton,MID,20.3,475,22000000.0,15791392.17481501,-6208607.82518499,-0.33157746084466666,1.0
Reece James,2020-2021,Premier League,Chelsea,DEF,21.5,2373,40000000.0,28664773.616543874,-11335226.383456126,-0.33321048534124387,1.0
Arnaud Kalimuendo,2023-2024,Ligue 1,Rennes,ATT,22.4,2139,20000000.0,14316461.0108757,-5683538.9891243,-0.33432227867668374,1.0
Tom Lacoux,2023-2024,Liga Portugal,Famalicão,MID,22.4,364,1500000.0,1073173.550260137,-426826.44973986293,-0.33484491451889653,1.0
Manfred Ugalde,2023-2024,Eredivisie,Twente,ATT,22.0,1372,7500000.0,5358187.50959514,-2141812.49040486,-0.3362772538404979,1.0
Sinaly Diomande,2022-2023,Ligue 1,Lyon,DEF,22.2,1957,9000000.0,6418955.78754445,-2581044.21245555,-0.3379691227784747,1.0
Nikolai Baden Frederiksen,2021-2022,Eredivisie,Vitesse,ATT,22.1,1304,3500000.0,2490486.0749421166,-1009513.9250578834,-0.34028506624977695,1.0
Habib Diarra,2023-2024,Ligue 1,Strasbourg,MID,20.4,2305,18000000.0,12796247.259845154,-5203752.740154846,-0.34121981278167723,1.0
Leonardo Balerdi,2020-2021,Ligue 1,Marseille,DEF,22.4,1634,8000000.0,5682114.89582315,-2317885.10417685,-0.34211803743447966,1.0
David Møller Wolfe,2023-2024,Eredivisie,AZ Alkmaar,DEF,22.1,2374,4500000.0,3195849.7123823026,-1304150.2876176974,-0.3422243936379985,1.0
Benjamin Šeško,2023-2024,Bundesliga,RB Leipzig,ATT,21.0,1526,50000000.0,35496409.95853507,-14503590.041464932,-0.34259144198913916,1.0
Mohamed Ali Cho,2022-2023,LaLiga,Real Sociedad,ATT,19.4,587,12000000.0,8518751.863385463,-3481248.136614537,-0.34263681458601347,1.0
Jarell Quansah,2023-2024,Premier League,Liverpool,DEF,21.3,1190,22000000.0,15617297.307349093,-6382702.692650907,-0.34266335161631645,1.0
Maxime Estève,2023-2024,Ligue 1,Montpellier,DEF,22.0,995,7000000.0,4963118.753320477,-2036881.246679523,-0.34387582500698066,1.0
Myron van Brederode,2022-2023,Eredivisie,AZ Alkmaar,ATT,20.0,1198,3000000.0,2113983.3883271976,-886016.6116728024,-0.35003825918509257,1.0
Diogo Queirós,2020-2021,Liga Portugal,Famalicão,DEF,22.4,1463,3000000.0,2108096.6705851504,-891903.3294148496,-0.3528268001291206,1.0
Pape Gueye,2020-2021,Ligue 1,Marseille,MID,22.4,2058,10000000.0,6984218.687668945,-3015781.3123310553,-0.3589319622796019,1.0
Matteo Lovato,2021-2022,Serie A,Cagliari,DEF,22.3,1238,7000000.0,4887504.153947435,-2112495.8460525647,-0.3592283738316713,1.0
Dario Essugo,2023-2024,Liga Portugal,Chaves,MID,19.2,1162,3500000.0,2443514.3093690085,-1056485.6906309915,-0.3593256746890834,1.0
Nathanael Mbuku,2021-2022,Ligue 1,Reims,ATT,20.2,1418,8000000.0,5584377.098017035,-2415622.901982965,-0.3594686466200976,1.0
Han-Noah Massengo,2022-2023,Ligue 1,Auxerre,MID,22.0,1116,5000000.0,3484960.887636357,-1515039.112363643,-0.36098109134446155,1.0
Valentin Mihaila,2020-2021,Serie A,Parma,ATT,21.3,698,8500000.0,5918232.458399056,-2581767.5416009435,-0.3620283303979921,1.0
Josh Doig,2023-2024,Serie A,Hellas Verona,DEF,22.1,830,6000000.0,4177321.4502431587,-1822678.5497568413,-0.36208922946958033,1.0
Ryan Sessegnon,2021-2022,Premier League,Tottenham Hotspur,DEF,22.1,1047,18000000.0,12517595.039780024,-5482404.960219976,-0.3632365001501974,1.0
Jean-Clair Todibo,2021-2022,Ligue 1,Nice,DEF,22.4,3115,20000000.0,13897394.65332073,-6102605.34667927,-0.3640308859983783,1.0
Yannik Keitel,2021-2022,Bundesliga,Freiburg,MID,22.3,504,4000000.0,2778154.327976112,-1221845.6720238882,-0.36450756470367374,1.0
Tetê,2021-2022,Ligue 1,Lyon,ATT,22.3,583,22000000.0,15229498.3737167,-6770501.626283299,-0.3678082237161462,1.0
Thomas Buitink,2022-2023,Eredivisie,Fortuna Sittard,ATT,23.0,372,650000.0,449509.7514564516,-200490.2485435484,-0.3688148152056403,1.0
Amad Diallo,2023-2024,Premier League,Manchester Utd,ATT,21.9,390,18000000.0,12443175.228856856,-5556824.771143144,-0.36919945967696677,1.0
Rodrigo Gomes,2022-2023,Liga Portugal,Braga,MID,19.9,341,3000000.0,2071296.5416888364,-928703.4583111636,-0.3704375288233237,1.0
Moussa Diaby,2020-2021,Bundesliga,Leverkusen,ATT,21.9,2388,38000000.0,26167253.177822717,-11832746.822177283,-0.3730774094182472,1.0
Myron van Brederode,2023-2024,Eredivisie,AZ Alkmaar,ATT,20.9,1311,3500000.0,2405929.9366256464,-1094070.0633743536,-0.3748264716388512,1.0
Yukinari Sugawara,2020-2021,Eredivisie,AZ Alkmaar,DEF,20.9,1650,3000000.0,2060046.3988319046,-939953.6011680954,-0.3758837824154675,1.0
Serdar Saatçı,2023-2024,Liga Portugal,Braga,DEF,21.3,1494,5000000.0,3426404.4318546737,-1573595.5681453263,-0.37792647167245264,1.0
Badredine Bouanani,2023-2024,Ligue 1,Lorient,ATT,19.5,443,5000000.0,3423441.505199399,-1576558.4948006012,-0.37879157925802254,1.0
Riccardo Calafiori,2023-2024,Serie A,Bologna,DEF,22.0,2349,30000000.0,20482153.179589923,-9517846.820410077,-0.38164345129505506,1.0
Ilias Akhomach,2023-2024,LaLiga,Villarreal,ATT,20.1,1511,15000000.0,10229259.578033196,-4770740.421966804,-0.3827980012719152,1.0
Marcos Antônio,2022-2023,Serie A,Lazio,MID,23.0,594,8000000.0,5455228.1404162245,-2544771.8595837755,-0.3828671010115414,1.0
Chris Richards,2020-2021,Bundesliga,Hoffenheim,DEF,21.2,944,7500000.0,5112804.758789709,-2387195.241210291,-0.3831548904287665,1.0
Myziane Maolida,2020-2021,Ligue 1,Nice,ATT,22.3,1077,7000000.0,4760870.67986155,-2239129.32013845,-0.3854795816017642,1.0
Eric García,2022-2023,LaLiga,Barcelona,DEF,22.4,1417,10000000.0,6795462.268400381,-3204537.7315996187,-0.38633001703525416,1.0
Castello Lukeba,2022-2023,Ligue 1,Lyon,DEF,20.5,2986,25000000.0,16960956.689970445,-8039043.310029555,-0.387961787488603,1.0
Jeanuël Belocian,2023-2024,Ligue 1,Rennes,DEF,19.3,1448,10000000.0,6784306.611807083,-3215693.388192917,-0.3879729992098646,1.0
Florian Wirtz,2020-2021,Bundesliga,Leverkusen,MID,18.1,2224,45000000.0,30441714.042938523,-14558285.957061477,-0.39084864946138254,1.0
James Garner,2022-2023,Premier League,Everton,MID,22.3,804,14000000.0,9455639.699590523,-4544360.300409477,-0.392445972512629,1.0
Dango Ouattara,2023-2024,Premier League,Bournemouth,ATT,22.3,1229,20000000.0,13474865.851089977,-6525134.148910023,-0.3949061122006938,1.0
Ebrima Colley,2021-2022,Serie A,Spezia,ATT,22.3,394,3200000.0,2154915.881276926,-1045084.118723074,-0.3953991212220682,1.0
Khéphren Thuram,2020-2021,Ligue 1,Nice,MID,20.2,1494,9000000.0,6054026.726004332,-2945973.2739956677,-0.39650095214380343,1.0
Xavi Simons,2023-2024,Bundesliga,RB Leipzig,MID,21.1,2653,80000000.0,53715232.12723613,-26284767.872763872,-0.3983300211044849,1.0
Cole Palmer,2022-2023,Premier League,Manchester City,MID,21.1,370,15000000.0,10059117.679528162,-4940882.320471838,-0.39957074608930654,1.0
Rafael Camacho,2020-2021,Liga Portugal,Rio Ave,ATT,21.0,664,3500000.0,2342643.977479708,-1157356.022520292,-0.40148277208201044,1.0
Ibrahima Bamba,2022-2023,Liga Portugal,Vitória Guimarães,DEF,21.1,2324,7000000.0,4680801.355418332,-2319198.644581668,-0.402440823993663,1.0
Marco Carnesecchi,2022-2023,Serie A,Cremonese,GK,23.0,2430,13000000.0,8678741.304981252,-4321258.695018748,-0.4040728502512412,1.0
Florian Wirtz,2021-2022,Bundesliga,Leverkusen,MID,19.1,1851,70000000.0,46701095.287697576,-23298904.712302424,-0.4047276239515192,1.0
Nicola Zalewski,2022-2023,Serie A,Roma,MID,21.4,2197,20000000.0,13327350.467294699,-6672649.532705301,-0.405913923763741,1.0
Justin Hoogma,2020-2021,Eredivisie,Utrecht,DEF,22.9,1345,2000000.0,1332516.7619360408,-667483.2380639592,-0.4060777242670994,1.0
Sofiane Diop,2020-2021,Ligue 1,Monaco,ATT,21.0,2023,16000000.0,10631051.730404202,-5368948.269595798,-0.40880959494908353,1.0
Adam Wharton,2023-2024,Premier League,Crystal Palace,MID,20.3,1297,30000000.0,19865761.12863959,-10134238.87136041,-0.41219967807096936,1.0
Oscar Bobb,2023-2024,Premier League,Manchester City,ATT,20.9,302,25000000.0,16554152.396673357,-8445847.603326643,-0.4122388544141877,1.0
Hugo Ekitike,2023-2024,Bundesliga,Eintracht Frankfurt,ATT,21.9,716,20000000.0,13227782.789394137,-6772217.2106058635,-0.41341289908679,1.0
Gabriel Martinelli,2020-2021,Premier League,Arsenal,ATT,20.0,589,22000000.0,14512201.119250553,-7487798.880749447,-0.41605270125779725,1.0
Amine Adli,2021-2022,Bundesliga,Leverkusen,ATT,22.1,1256,12000000.0,7897497.295041656,-4102502.704958344,-0.41836073860213574,1.0
Bruno Rodrigues,2021-2022,Liga Portugal,Braga,DEF,21.0,580,2000000.0,1314722.2858860698,-685277.7141139302,-0.41952172667409826,1.0
Rhian Brewster,2020-2021,Premier League,Sheffield United,ATT,21.2,1128,12000000.0,7848764.84732067,-4151235.1526793297,-0.4245504746639561,1.0
Amine Gouiri,2021-2022,Ligue 1,Nice,ATT,22.3,2754,42000000.0,27401732.5592049,-14598267.440795101,-0.42706337480063894,1.0
Micky van de Ven,2022-2023,Bundesliga,Wolfsburg,DEF,22.2,2970,30000000.0,19526753.65121233,-10473246.34878767,-0.42941187428650096,1.0
Chrislain Matsima,2023-2024,Ligue 1,Clermont Foot,DEF,22.1,1180,7000000.0,4547226.331540507,-2452773.6684594927,-0.43139269943615766,1.0
Rúben Vinagre,2020-2021,Liga Portugal,Famalicão,MID,22.1,1640,5000000.0,3246637.04682529,-1753362.9531747098,-0.4318182066438112,1.0
Tijjani Reijnders,2020-2021,Eredivisie,AZ Alkmaar,MID,22.8,734,1000000.0,648133.0018076616,-351866.9981923384,-0.43365935398751887,1.0
Dango Ouattara,2022-2023,Premier League,Bournemouth,ATT,21.4,1241,25000000.0,16201611.345144395,-8798388.654855605,-0.43376512182659965,1.0
Vinicius Júnior,2021-2022,LaLiga,Real Madrid,ATT,21.9,2690,100000000.0,64661313.37287581,-35338686.62712419,-0.43600710191324055,1.0
Lucien Agoume,2023-2024,LaLiga,Sevilla,MID,22.3,777,6000000.0,3878916.324939729,-2121083.675060271,-0.4362036522996853,1.0
Jonathan Burkardt,2022-2023,Bundesliga,Mainz 05,ATT,22.9,533,10000000.0,6464561.994170015,-3535438.0058299853,-0.4362498333871123,1.0
Piero Hincapié,2021-2022,Bundesliga,Leverkusen,DEF,20.4,1754,17000000.0,10973476.358116347,-6026523.641883653,-0.43773222315018145,1.0
Anis Hadj Moussa,2023-2024,Eredivisie,Vitesse,ATT,22.3,850,2000000.0,1290696.1004456964,-709303.8995543036,-0.4379654949763676,1.0
Lesley Ugochukwu,2022-2023,Ligue 1,Rennes,MID,19.3,1330,9000000.0,5807274.668712286,-3192725.3312877137,-0.4381131924760737,1.0
Moussa Djenepo,2020-2021,Premier League,Southampton,ATT,23.0,1240,13000000.0,8371790.497131043,-4628209.502868957,-0.4400815774227329,1.0
Abakar Sylla,2023-2024,Ligue 1,Strasbourg,DEF,21.4,1792,12000000.0,7721095.570609224,-4278904.429390776,-0.44095038252870467,1.0
Kobbie Mainoo,2023-2024,Premier League,Manchester Utd,MID,19.1,1924,50000000.0,32156740.101955958,-17843259.898044042,-0.44140093124408963,1.0
Erling Haaland,2021-2022,Bundesliga,Dortmund,ATT,21.9,1911,150000000.0,96429348.11924733,-53570651.88075267,-0.4418246977415059,1.0
Mohamed Ali Cho,2021-2022,Ligue 1,Angers,ATT,18.4,1837,15000000.0,9629722.097702157,-5370277.902297843,-0.4431958336834292,1.0
Ryan Sessegnon,2020-2021,Bundesliga,Hoffenheim,DEF,21.1,1574,18000000.0,11554099.557621738,-6445900.442378262,-0.44333144385085177,1.0
Manu Koné,2021-2022,Bundesliga,Gladbach,MID,21.1,2183,18000000.0,11523466.339122614,-6476533.660877386,-0.44598625039570905,1.0
Mitchel Bakker,2020-2021,Ligue 1,Paris Saint-Germain,MID,21.0,1694,10000000.0,6386540.689212699,-3613459.3107873006,-0.44839233438506376,1.0
Tom Davies,2020-2021,Premier League,Everton,MID,22.9,1423,18000000.0,11439990.877214428,-6560009.122785572,-0.45325656939112235,1.0
Phil Foden,2021-2022,Premier League,Manchester City,MID,22.0,2128,90000000.0,57134827.73943545,-32865172.26056455,-0.4543957967105712,1.0
Youssoufa Moukoko,2023-2024,Bundesliga,Dortmund,ATT,19.5,625,22000000.0,13932104.64041523,-8067895.359584769,-0.45684659008638207,1.0
Tuta,2020-2021,Bundesliga,Eintracht Frankfurt,DEF,21.9,1459,9000000.0,5696525.450540496,-3303474.549459504,-0.4573681584397047,1.0
Mounir Chouiar,2020-2021,Ligue 1,Dijon,ATT,22.4,1288,6000000.0,3789901.3613739745,-2210098.6386260255,-0.4594194764951016,1.0
Diego Lainez,2020-2021,LaLiga,Real Betis,ATT,21.0,862,8000000.0,5051612.078084137,-2948387.9219158627,-0.4597341259505132,1.0
Eliot Matazo,2022-2023,Ligue 1,Monaco,MID,21.4,1175,7000000.0,4419116.624136655,-2580883.3758633453,-0.45997033173274815,1.0
Lautaro Valenti,2020-2021,Serie A,Parma,DEF,22.4,499,4500000.0,2839090.6000628844,-1660909.3999371156,-0.46059360712719055,1.0
Fran Beltrán,2020-2021,LaLiga,Celta Vigo,MID,22.3,1399,12000000.0,7564793.639957585,-4435206.360042415,-0.4614015811804695,1.0
Giacomo Raspadori,2020-2021,Serie A,Sassuolo,ATT,21.3,1232,15000000.0,9454928.162422152,-5545071.837577848,-0.4615140968607214,1.0
Jakub Moder,2020-2021,Premier League,Brighton,MID,22.1,647,10000000.0,6297997.589781087,-3702002.410218913,-0.46235335301120806,1.0
Wouter Goes,2022-2023,Eredivisie,AZ Alkmaar,DEF,19.0,657,2000000.0,1258179.2843393267,-741820.7156606733,-0.4634815170629736,1.0
Josh Maja,2020-2021,Ligue 1,Bordeaux,ATT,22.4,804,5000000.0,3142262.6483747945,-1857737.3516252055,-0.46449478335889616,1.0
Harvey Elliott,2022-2023,Premier League,Liverpool,MID,20.2,1613,35000000.0,21980180.5119899,-13019819.488010101,-0.46520689999125153,1.0
Sael Kumbedi,2022-2023,Ligue 1,Lyon,DEF,18.3,1320,12000000.0,7521512.270858577,-4478487.729141423,-0.4671394321959017,1.0
Mikkel Damsgaard,2022-2023,Premier League,Brentford,MID,23.0,988,13000000.0,8101744.993502982,-4898255.006497018,-0.4728698876884678,1.0
Zakaria Aboukhlal,2020-2021,Eredivisie,AZ Alkmaar,ATT,21.2,742,2500000.0,1556607.4634328429,-943392.5365671571,-0.47378198164068586,1.0
Christos Tzolis,2021-2022,Premier League,Norwich City,ATT,20.4,336,8000000.0,4956920.8374718,-3043079.1625282,-0.4786567926152365,1.0
Konrad De La Fuente,2021-2022,Ligue 1,Marseille,ATT,20.9,785,6000000.0,3708640.3669677065,-2291359.6330322935,-0.48109413768442977,1.0
Luiz Henrique,2022-2023,LaLiga,Real Betis,ATT,22.4,1807,15000000.0,9252121.528698837,-5747878.471301163,-0.4831973214216596,1.0
Chrislain Matsima,2022-2023,Ligue 1,Monaco,DEF,21.1,446,6000000.0,3692793.587241,-2307206.412759,-0.48537622789532975,1.0
Khéphren Thuram,2021-2022,Ligue 1,Nice,MID,21.2,1901,17000000.0,10393995.392443893,-6606004.6075561065,-0.49198507076004816,1.0
Ryan Flamingo,2023-2024,Eredivisie,Utrecht,DEF,21.4,2759,7000000.0,4279143.467832549,-2720856.5321674515,-0.49215728382734447,1.0
Anton Gaaei,2023-2024,Eredivisie,Ajax,DEF,21.5,1164,3000000.0,1832286.3184555965,-1167713.6815444035,-0.49304774726117806,1.0
Benjamin Tahirovic,2023-2024,Eredivisie,Ajax,MID,21.2,1667,5000000.0,3052408.645667288,-1947591.354332712,-0.49350691358854526,1.0
Tiago Tomás,2020-2021,Liga Portugal,Sporting CP,ATT,18.9,1504,6000000.0,3657878.930972631,-2342121.069027369,-0.49487601686215044,1.0
Aurélien Tchouaméni,2020-2021,Ligue 1,Monaco,MID,21.4,3063,30000000.0,18254494.983394064,-11745505.016605936,-0.4967860315006831,1.0
Ander Barrenetxea,2021-2022,LaLiga,Real Sociedad,ATT,20.4,547,9000000.0,5471308.768191127,-3528691.231808873,-0.49770672659771265,1.0
Lucien Agoume,2022-2023,Ligue 1,Troyes,MID,21.4,1094,7000000.0,4253520.307724554,-2746479.692275446,-0.49816320127660063,1.0
Giorgio Scalvini,2021-2022,Serie A,Atalanta,DEF,18.5,763,10000000.0,6062608.174533686,-3937391.8254663143,-0.5004449936675819,1.0
Ismael Saibari,2022-2023,Eredivisie,PSV,MID,22.4,417,2300000.0,1393751.573316002,-906248.426683998,-0.5009100378728562,1.0
Ismaël Doukouré,2023-2024,Ligue 1,Strasbourg,DEF,20.9,1656,10000000.0,6050937.6797213275,-3949062.3202786725,-0.5023718445770644,1.0
Jeremy Doku,2023-2024,Premier League,Manchester City,ATT,22.0,1595,65000000.0,39293864.97345874,-25706135.026541263,-0.5033188707520502,1.0
Pedrinho,2020-2021,Liga Portugal,Benfica,ATT,21.5,474,1500000.0,906719.6005998984,-593280.3994001016,-0.5033871351579968,1.0
Rome-Jayden Owusu-Oduro,2023-2024,Eredivisie,AZ Alkmaar,GK,19.9,360,900000.0,543776.6309549338,-356223.3690450662,-0.503856205651882,1.0
Kiliann Sildillia,2023-2024,Bundesliga,Freiburg,DEF,22.0,1806,15000000.0,9050520.108827803,-5949479.891172197,-0.5052279744530388,1.0
Carlos Baleba,2023-2024,Premier League,Brighton,MID,20.4,1325,22000000.0,13262321.46782592,-8737678.53217408,-0.5061154109357062,1.0
Tiago Djaló,2020-2021,Ligue 1,Lille,DEF,21.2,873,5000000.0,3005900.644844651,-1994099.3551553488,-0.508860673930112,1.0
Joshua Zirkzee,2023-2024,Serie A,Bologna,ATT,23.0,2759,50000000.0,30033882.00791526,-19966117.99208474,-0.5096968607948327,1.0
Diogo Dalot,2020-2021,Serie A,Milan,DEF,22.2,1090,10000000.0,6002861.303404074,-3997138.696595926,-0.5103488535383018,1.0
Jamal Musiala,2022-2023,Bundesliga,Bayern Munich,MID,20.3,2198,110000000.0,65830706.91754619,-44169293.08245381,-0.5133939658385209,1.0
Luis Henrique,2021-2022,Ligue 1,Marseille,MID,20.5,699,6000000.0,3573143.278041596,-2426856.721958404,-0.5183137907832194,1.0
Kamaldeen Sulemana,2022-2023,Premier League,Southampton,ATT,21.3,966,22000000.0,13089455.873528892,-8910544.126471108,-0.5192354424037013,1.0
Taylor Booth,2023-2024,Eredivisie,Utrecht,ATT,23.0,867,3000000.0,1774616.9970867664,-1225383.0029132336,-0.5250276653129298,1.0
Alexis Saelemaekers,2021-2022,Serie A,Milan,MID,22.9,1865,17000000.0,10046418.433905276,-6953581.566094724,-0.5259971478034906,1.0
Maarten Paes,2020-2021,Eredivisie,Utrecht,GK,23.0,720,800000.0,471440.9163054538,-328559.0836945462,-0.5288179435090417,1.0
Yunus Musah,2020-2021,LaLiga,Valencia,MID,18.5,1530,15000000.0,8832683.014821267,-6167316.985178733,-0.5295913804519294,1.0
Fermin López,2023-2024,LaLiga,Barcelona,MID,21.1,1446,30000000.0,17636214.802301265,-12363785.197698735,-0.5312429344775786,1.0
Sofiane Diop,2021-2022,Ligue 1,Monaco,ATT,22.0,1948,20000000.0,11756595.525910392,-8243404.474089608,-0.531317869091648,1.0
Matheus Cunha,2020-2021,Bundesliga,Hertha BSC,ATT,22.0,2149,30000000.0,17624577.433202595,-12375422.566797405,-0.5319030086723657,1.0
Arnaud Kalimuendo,2022-2023,Ligue 1,Rennes,ATT,21.4,1849,22000000.0,12921807.715111945,-9078192.284888055,-0.5321260487608583,1.0
Darwin Núñez,2021-2022,Liga Portugal,Benfica,ATT,22.9,1976,55000000.0,32116759.59006299,-22883240.40993701,-0.5379551857367737,1.0
Can Bozdogan,2022-2023,Eredivisie,Utrecht,MID,22.2,1560,4500000.0,2627349.6349901757,-1872650.3650098243,-0.5381018020510684,1.0
Malik Tillman,2023-2024,Eredivisie,PSV,MID,22.0,1594,20000000.0,11660187.792858794,-8339812.207141206,-0.5395519870273091,1.0
Vanderson,2022-2023,Ligue 1,Monaco,DEF,22.0,2214,20000000.0,11658480.546307702,-8341519.453692298,-0.5396984144758505,1.0
Ferrán Torres,2020-2021,Premier League,Manchester City,ATT,21.3,1306,50000000.0,29078135.19015927,-20921864.80984073,-0.5420364817049013,1.0
Maxence Lacroix,2021-2022,Bundesliga,Wolfsburg,DEF,22.2,2491,20000000.0,11618092.51321034,-8381907.4867896605,-0.5431686910948557,1.0
Wesley Fofana,2020-2021,Premier League,Leicester City,DEF,20.5,2262,40000000.0,23088397.798577707,-16911602.201422293,-0.5495492225627245,1.0
Nico Schlotterbeck,2021-2022,Bundesliga,Freiburg,DEF,22.5,2785,33000000.0,18955545.067464,-14044454.932535999,-0.5544110570443586,1.0
Justin Kluivert,2020-2021,Bundesliga,RB Leipzig,MID,22.1,813,14000000.0,8041177.684073939,-5958822.315926061,-0.5544817790326064,1.0
Issa Kaboré,2022-2023,Ligue 1,Marseille,DEF,22.1,1028,7000000.0,4016353.925069795,-2983646.074930205,-0.5555356417965562,1.0
